url,question,context,answer
https://www.xacbank.mn/product/71,Бүрдүүлэх материал:,Хугацаатай хадгаламж,"Харилцагчийн анкет /Банкны маягттатах/..
Данс нээх тухай байгууллагын албан тоот..
Улсын бүртгэлийн гэрчилгээний нотариатаар баталгаажуулсан хуулбар. /Шинээр үүсгэн байгуулагдаж байгаа бол байгууллагын “нэрийн баталгаажуулалтын хуудас”..
Хуулийн этгээдийн дүрмийн хуулбар..
Гарын үсгийн баталгаа нотариатаар баталгаажуулах /Банкны маягт татах/..
Мөнгөн хөрөнгө захиран зарцуулах эрх бүхий этгээдийн цахим үнэмлэхний хуулбар.."
https://www.xacbank.mn/product/72,Онцлог:,Хүүгээ зарлагаддаг хугацаатай хадгаламж,"Данс нээх валютын төрөл – төгрөг, ам.доллар..
Сарын үйлчилгээний хураамжгүй..
Гэрээний хугацаанд орлого, зарлагын гүйлгээ хийдэггүй..
Хүү тооцох аргачлал - энгийн..
Хүүгээ сар бүр авах боломжтой.."
https://www.xacbank.mn/product/72,Давуу тал:,Хүүгээ зарлагаддаг хугацаатай хадгаламж,"Зээлийн хүүгийн хөнгөлөлт эдлэх..
Өрсөлдөхүйц өндөр хүүгийн түвшин..
Хүүг байгууллагынхаа хүссэн дансанд хүлээн авах..
Дансны мэдээллээ цахим хаягаар хүлээн авах..
Гэнэтийн хэрэгцээ гарсан үед хадгаламжаа цуцлахгүйгээр хадгаламж барьцаалсан бага хүүтэй шуурхай зээл авах..
24 цагийн турш дансаа удирдах.."
https://www.xacbank.mn/product/72,"Хүү, шимтгэл:",Хүүгээ зарлагаддаг хугацаатай хадгаламж,"Төгрөг, 2,000,000, Зарласан, 9.6%, 10.2%, 11.0%, 11.0%, 12.0%, 2.40%
Ам.доллар, 2,000, Зарласан, 1.40%, 1.60%, 1.80%, -, -, Тухайн валютын хугацаагүй хадгаламжийн жилийн хүүгийн хувь хэмжээний 50 хувиар тооцно.
Данс нээхэд, , Хураамжгүй
Гэрээний хугацаанаас өмнө гэрээ цуцлах хураамж, , 3,000₮"
https://www.xacbank.mn/product/72,"бусад шимтгэл, хураамж",Хүүгээ зарлагаддаг хугацаатай хадгаламж,"Орлогын гүйлгээ, Бэлэн бус орлого, Шимтгэлгүй
Бэлэн орлого, Шимтгэлгүй
Тодорхойлолт*, 5,000₮
Хуулга, Цахим шуудангаар илгээхэд, Шимтгэлгүй
Хэвлэж өгөхөд 1 хуудасны үнэ, 100₮
Лавлагаа, 1 жилийн доторх баримтаас, 10,000₮
1 жилээс дээшхи хугацааны баримтаас, 20,000₮"
https://www.xacbank.mn/product/72,"Бүрдүүлэх баримт, бичиг:",Хүүгээ зарлагаддаг хугацаатай хадгаламж,"Харилцагчийн анкет /Банкны маягттатах/:.
Данс нээх тухай байгууллагын албан тоот..
Улсын бүртгэлийн гэрчилгээний нотариатаар баталгаажуулсан хуулбар. /Шинээр үүсгэн байгуулагдаж байгаа бол байгууллагын “нэрийн баталгаажуулалтын хуудас”..
Хуулийн этгээдийн дүрмийн хуулбар..
Гарын үсгийн баталгаа нотариатаар баталгаажуулах /Банкны маягт татах/..
Мөнгөн хөрөнгө захиран зарцуулах эрх бүхий этгээдийн цахим үнэмлэхний хуулбар.."
https://www.xacbank.mn/product/74,Интернэт банкны үйлчилгээ …,Интернэт банк,"Банк хооронд шилжүүлэг хийнэ..
ХасБанкны данс хооронд шилжүүлэг хийнэ..
Олон улсын мөнгөн шилжүүлэг-SWIFT гүйлгээ..
Байнга хийгддэг тогтмол гүйлгээг урьдчилан захиална..
Бүх төрлийн дансны хуулга харах, хэвлэнэ..
Бүх төрлийн дансны үлдэгдэл, мэдээлэл харна..
Зээлийн эргэн төлөлтийн хуваарь харна..
Зээл эргэн төлөх болон хадгаламжийн дуусах хугацааг сануулна.."
https://www.xacbank.mn/product/74,Интернэт банкны үйлчилгээг сонговол ...,Интернэт банк,"Эрсдэлгүй- Бүх төрлийн гүйлгээ нь байгууллагын удирдлага, холбогдох ажилтны шат дараалласан хяналттайгаар хийгдэнэ.
No link found. Check URL: https://www.xacbank.mn/product/74"
https://www.xacbank.mn/product/74,Интернэт банкны үйлчилгээ танай байгууллагад …,Интернэт банк,"Байгууллагын дансыг байнгын хяналттай болгоно. Харилцагч, үйлчлүүлэгчдээс цуглуулсан бараа, үйлчилгээний төлбөрийн мэдээллийг цаг алдалгүй авах боломжтой..
Төлбөр, тооцооны хялбар, шуурхай, найдвартай системтэй болно. Өөрийн байгууллагын төлбөр тооцоог шаталсан хяналттайгаар хоногийн 24 цагийн турш хийнэ.."
https://www.xacbank.mn/product/74,Үйлчилгээнд бүртгүүлэх …,Интернэт банк,"Байгууллага нь интернэт банкны үйлчилгээнд бүртгүүлэхдээ доорхи бичиг баримтыг бүрдүүлэн ХасБанкны дурын салбарт хандана уу.
No link found. Check URL: https://www.xacbank.mn/product/74"
https://www.xacbank.mn/product/76,Боломжууд:,Бизнес карт,"Салбарт ирж гүйлгээ хийх шаардлагагүй бөгөөд интернет болон мобайл банкны үйлчилгээ ашиглан дотоодын болон олон улсын төлбөр тооцоогоо хялбар, шуурхай гүйцэтгэх боломжтой..
Байгууллага болон хувийн зардлыг тусгаарлаж, бэлэн мөнгөний урсгалыг хянах..
Интернeт банк ашиглан байгууллагын карттай ажиллагсдынхаа мөнгөний зарцуулалтад байнгын хяналт тавих мөн гүйлгээний мэдээллээ хүссэн үедээ авах..
Зээлжих эрх буюу Овердрафт нээлгэх..
Гадна, дотны зочид төлөөлөгч хүлээн авах үйл ажиллагааны төлбөр тооцоогоо гүйцэтгэх..
Дотоодын бүх картаар үйлчилэгч байгууллагуудаар (КҮБ) үйлчлүүлэх..
Гадаадын байгууллагуудын цахим хуудаснаас бараа, үйлчилгээ худалдан авч төлбөр тооцоогоо картаараа гүйцэтгэх (Тухайлбал ажилтнуудаа сургалтанд хамруулах, зочид буудлын урьдчилгаа төлбөрийг картаараа төлөх)..
Манай банкны олон улсын байгууллагын карт нь олон улсын стандарт шаардлагыг хангасан чиптэй тул та төлбөр, тооцоогоо найдвартай гүйцэтгэнэ.."
https://www.xacbank.mn/product/76,Картын үйлчилгээний нөхцөл:,Бизнес карт,"Элсэлтийн хураамж, -
Жилийн хураамж, 20,000 төг
Дансанд заавал байлгах үлдэгдэл, -
Өдөрт зарлагадах бэлэн мөнгөний дээд хязгаар, 20,000,000 төг
Худалдан авалтын гүйлгээний дээд хязгаар, 20,000,000 төг
Карт нөхөн авах, 20,000 төг
ПИН код сэргээх, 10,000 төг
ПИН код солих /АТМ/, 100 төг"
https://www.xacbank.mn/product/76,Бүрдүүлэх материал:,Бизнес карт,"Байгууллагын картаар хамтран ажиллах гэрээ /ХасБанкны маягт/..
Карт эзэмших итгэмжлэгдсэн ажилтны мэдээлэл /ХасБанкны маягт/..
Байгууллагын төлбөрийн карт эзэмших хүсэлт /ХасБанкны маягт/..
Карт эзэмших ажилтны иргэний бичиг баримт.."
https://www.xacbank.mn/product/77,Давуу тал:,Байгууллагын ажиллагсдын цалингийн карт,"Монгол Улс болон гадаад оронд төлбөр тооцоогоо саадгүй гүйцэтгэх боломжтой..
Та төгрөгийн дансаа ашиглаж гадаадад төлбөр, тооцоо гүйцэтгэх боломжтой бөгөөд энэ тохиолдолд гүйлгээ хийсэн валютын төрлөөс хамааран банк бэлэн бус ханшаар хөрвүүлэн тооцох болно..
Мөн та хүсвэл картандаа төгрөг, юань, ам.доллар гэсэн 3 валютын данс холбох боломжтой..
Ямар валютаар гүйлгээ хийж байгаагаас хамаарч Таны картандаа холбуулсан ижил валютын данстай шууд харьцаж гүйлгээ хийх тул ханшийн зөрүүнээс алдагдал хүлээхгүй..
Картын дансандаа барьцаа (дансны доод үлдэгдэл) байршуулах шаардлагагүй..
Дансны үлдэгдэлдээ хүү тооцуулах..
Зээлийн эрх нээлгэх..
Монгол улс болон гадаад улс дахь картаар үйлчлэгч байгууллагаар үйлчлүүлэх.."
https://www.xacbank.mn/product/77,Картын үйлчилгээний нөхцөл:,Байгууллагын ажиллагсдын цалингийн карт,"Элсэлтийн хураамж, -
Жилийн хураамж, -
Дансанд заавал байлгах үлдэгдэл, -
Өдөрт зарлагадах бэлэн мөнгөний дээд хязгаар, 5,000,000 төг, 20,000,000 төг
Худалдан авалтын гүйлгээний дээд хязгаар, 5,000,000 төг, 20,000,000 төг
Карт нөхөн авах, 10,000 төг
ПИН код нөхөн сэргээх /чиптэй/, 10,000 төг
ПИН код нөхөн сэргээх /соронзон туузтай карт/, 1000 төг
ПИН код нөхөн солих /АТМ/, 100 төг
Дэд карт эзэмшигчийн жилийн хураамж, 10,000 төг
Бэлэн мөнгө авах, Гадаадын банкнаас /АТМ, ПОС/, 1.5%
ХасБанкны салбараас ам.доллар, юань авах, 0.25%
ХасБанкны салбараас төгрөг авах, 200 төгрөг
Картын дансны үлдэгдэлд бодох хүү /жилээр/, Төгрөг /100,000 төгрөгөөс дээш/, 3.6%
АНУ-ын доллар /100 ам.доллараас дээш/, 1.2%
Юань /300 юанаас дээш/, 1.2%"
https://www.xacbank.mn/product/77,Бүрдүүлэх материал:,Байгууллагын ажиллагсдын цалингийн карт,"Иргэний үнэмлэх эсхүл гадаад паспорт..
Байгууллагын хүсэлт албан бичгээр (шинээр гэрээ байгуулж байгаа тохиолдолд).."
https://www.xacbank.mn/product/79,"Онцлог, давуу талууд:",Гадаад гуйвуулга,"Төлбөр тооцоог хамгийн өргөн сүлжээ бүхий S.W.I.F.T сүлжээгээр дамжуулан түргэн шуурхай, найдвартай хийнэ..
Хамгийн түгээмэл хэрэглэгддэг 10 төрлийн гадаад валютаар төлбөр гүйцэтгэнэ. Үүнд: USD, EUR, CNY, JPY, KRW, AUD, GBP, CAD, HKD, SGD..
ХасБанкны Улаанбаатар хот болон 21 аймагт байрлах 100 гаруй салбар, нэгжээс үйлчилгээ авах, гуйвуулга хийх..
Интернэт, мобайл банкны үйлчилгээг ашиглан гэрээсээ, албан тасалгаанаасаа, хүссэн газраасаа гүйлгээ хийх..
Гуйвуулга шилжүүгийн талаар лавлагаа, мэдээлэл авах..
Шимтгэл хураамж өрсөлдөхүйц.."
https://www.xacbank.mn/product/79,Гадаадаас төлбөр хүлээн авах:,Гадаад гуйвуулга,"Төлбөр шилжүүлэх гэж байгаа түншдээ “Гуйвуулга хүлээн авах маягт”-г бөглөж и-мэйл болон факсаар хүргүүлэхэд л хангалттай.
No link found. Check URL: https://www.xacbank.mn/product/79"
https://www.xacbank.mn/product/79,Гадаад руу мөнгө гуйвуулах:,Гадаад гуйвуулга,"Та төлбөр хүлээн авагчийн дэлгэрэнгүй мэдээллийг авсан байх шаардлагатай бөгөөд энэхүү мэдээллүүдээ ашиглан “Гадаад гуйвуулгын маягт”-ыг ХасБанкны аль ч салбар, тооцооны төвд ирж бөглөн Банкны ажилтанд өгөх эсхүл мобайл болон интернет банкны үйлчилгээний гадаад мөнгөн гуйвуулгын харгалзах талбаруудад дэлгэрэнгүй бөглөн оруулна.
No link found. Check URL: https://www.xacbank.mn/product/79"
https://www.xacbank.mn/product/79,Анхаарах зүйлс:,Гадаад гуйвуулга,"Төлбөрийн даалгаварт төлбөр хүлээн авагчийн банкны мэдээлэл, дансны дугаар, дэлгэрэнгүй хаяг, утасны дугаар болон гүйлгээний утга зэргийг үнэн зөв, гаргацтай бөглөх. Алдаатай, буруу эсхүл дутуу бөглөсний улмаас гуйвуулга саатах эсхүл буцаагдах магадлалтайг анхаарна уу..
БНХАУ руу Юань гуйвуулах бол хүлээн авагчийн нэр, банкны мэдээллийг ХАНЗ бичлэгээр авчрах. Зөвхөн Эрээн хотын салбар эсхүл Хятадын Хөдөө Аж Ахуйн Банкны картын данс руу мөнгө шилжүүлэх тохиолдолд дээр дурьдсан мэдээллүүдийг ханзаар авчрах шаардлагагүй..
Европ болон Карибын улсууд руу Евро шилжүүлэх тохиолдолд IBAN дугаарыг бичих шаардлагатай..
Хэрэв бараа бүтээгдэхүүн бол бараа бүтээгдэхүүний нэхэмжлэлийн хуулбар.."
https://www.xacbank.mn/product/79,Хураамж:,Гадаад гуйвуулга,"5,000.00 хүртэл, 8.5
5,000.01 - 50,000.00, 12.5
50,000.01-ээс дээш, 15"
https://www.xacbank.mn/product/8,Давуу тал,Хугацаагүй хадгаламж,"Орлого, зарлагын гүйлгээний хязгаарлалтгүй..
Хүүг нийлмэл аргаар буюу хүүнээс хүү бодогддог..
Хадгаламжийн үлдэгдэл дүн өсөх тутам хүүгийн хувь хэмжээ өсдөг..
Цахим банкны үйлчилгээнд бүртгүүлж, банканд ирэхгүйгээр интернет, гар утас ашиглан дансны үлдэгдлээ шалгах, гүйлгээ хийж, дансаа удирдах боломжтой.."
https://www.xacbank.mn/product/8,Бүтээгдэхүүний нөхцөл,Хугацаагүй хадгаламж,"ВАЛЮТЫН ТӨРӨЛ, ДАНСНЫ НЭЭХ ДООД ҮЛДЭГДЭЛ, ХҮҮ, ДАНС ХӨТӨЛСНИЙ ШИМТГЭЛ(САР БҮР), ИДЭВХГҮЙ ДАНСНЫ ХУРААМЖ**(САР БҮР)
ДАНСНЫ ҮЛДЭГДЭЛ, ЗАРЛАСАН ХҮҮ, БОДИТ ХҮҮ*
Төгрөг, 10,000, 50 сая төгрөг хүртэл, 3.60%***, 3.66%, 100, 200
50 сая төгрөгөөс дээш, 4.80%***, 4.91%
Ам.доллар, 10, , 1.00%, 1.00%, 0.1, 0.2
Евро, 10, , 1.00%, 1.00%, 0.1, 0.2
Юань, 50, , 0.80%, 0.80%, 0.5, 1
Иень, 1,000,000, , 1.00%, 1.00%, 10, 20
Данс нээх хураамж, , Хураамжгүй
Данс хаасны шимтгэл, , 3,000 төгрөг"
https://www.xacbank.mn/product/8,"бусад шимтгэл, хураамж",Хугацаагүй хадгаламж,"Орлогын гүйлгээ, Бэлэн бус орлого, Шимтгэлгүй
Бэлэн орлого, Шимтгэлгүй, 0.20%
Бэлэн бусаар шилжүүлэг хийх, Цахим суваг ашиглан хийх ХасБанкны данс хоорондын гүйлгээ, Шимтгэлгүй
Салбарт хийгдэх ХасБанкны данс хоорондын  гүйлгээ, 100₮
Банк  хоорондын гүйлгээ, 200₮*, 3, 0.5, 1,000₮, -
Бэлэн зарлагын гүйлгээ**, Бэлнээр тушаасан орлогоос бэлнээр гаргахад, 200₮, 0-10,000 USD түүнтэй тэнцэх - 5,000 төгрөг10,000-100,000 USD түүнтэй тэнцэх - 10,000 төгрөг100,000 USD-с дээш түүнтэй тэнцэх - 20,000 төгрөг
Бэлэн бусаар шилжүүлсэн орлогоос бэлнээр гаргахад, 200₮, 0.50%, 0.50%, 1.00%, 0.50%
Бэлэн мөнгө тушааж, бусад банк уруу шилжүүлэг хийх, 2,000₮
Залруулга гүйлгээ***, 500₮
Тодорхойлолт****, 5,000₮
Хуулга, Цахим шуудангаар илгээхэд, Шимтгэлгүй
Хэвлэж өгөхөд 1 хуудасны үнэ, 100₮
Лавлагаа, 1 жилийн доторх баримтаас, 10,000₮
1 жилээс дээшхи хугацааны баримтаас, 20,000₮
Идэвхгүй дансны хураамж - Тус ангилалд шилжсэн тохиолдолд (сар бүр), 200, 0.2, 0.2, 1, 20"
https://www.xacbank.mn/product/8,Бүрдүүлэх материал,Хугацаагүй хадгаламж,"Монгол улсын иргэн бол иргэний үнэмлэх..
Гадаадын иргэн бол:Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх.Түр оршин суух үнэмлэх.
Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх..
Түр оршин суух үнэмлэх."
https://www.xacbank.mn/product/84,Аккредитив нээлгэснээр бизнесийн хамтрагчдад үүсэх давуу талууд:,Импортын аккредитив,"Экспортлогчийн хувьд импортлогчийн төлбөрийн чадвараас үл хамааран бараагаа үйлдвэрлэх, худалдан авагч тал руу ачуулах боломж нээгдэнэ. Импортлогчийн хувьд экспортлогч орноос бараа ачигдсаны дараа эсхүл барааг хүлээн авсаны дараа төлбөр шилжүүлэх боломжтой болсноор хоёр тал худалдааны төлбөрийн нөхцөлөөс үүсч болзошгүй эрсдэлээс хамгаалагдана..
Олон улсын стандарт банкны журмаар (UCP) зохицуулагддаг тул хууль эрх зүйн эрсдэлгүй..
Аккредитив нээгч банкнаасаа нэмэлт санхүүжилт авах боломжтой болно.."
https://www.xacbank.mn/product/84,Төлбөр тооцоо хийх схем:,Импортын аккредитив,"зураг байх ёстой.
No link found. Check URL: https://www.xacbank.mn/product/84"
https://www.xacbank.mn/product/84,Үйлчилгээний хураамж шимтгэл:,Импортын аккредитив,"Импортын аккредитив нээх, 0.1 хувь
доод хэмжээ, 75 ам.доллар
дээд хэмжээ, 250 ам.доллар
Импортын аккредитивийн нөхцөлд өөрчлөлт оруулах (1 удаа өөрчлөлт оруулахад), 40 ам.доллар
Импортын аккредитивийн дүнг нэмэгдүүлэх (нэмэгдүүлсэн дүнгээс), 0.2 хувь
доод хэмжээ, 25 ам.доллар
дээд хэмжээ, 150 ам.доллар
Импортын аккредитивийг цуцлах, 30 ам.доллар
Эх үүсвэргүй аккредитивийн эрсдэлийн шимтгэл, Зээлийн Хорооны хурлаас тогтоосон хэмжээгээр
Импортын зөрчилтэй аккредитивийн баримт (багц баримтаас), 50 ам.доллар
Импортын аккредитивийн баримт шалгах, 50 ам.доллар
Аккредитивтэй холбоотой лавлагаа явуулах болон лавлагаанд хариу өгөх, 20 ам.доллар
Эх үүсвэргүй аккредитив судалсны үйлчилгээний хураамж нь тухайн үед мөрдөгдөж буй Бизнесийн зээлийн үйлчилгээний шимтгэлтэй ижил байна.
Аккредитивийн үйл ажиллагаатай холбогдон гарах шуудан, харилцаа холбоо, гадаад банкны үйлчилгээний шимтгэл зэрэг зардал гарсан тохиолдолд тэдгээр зардлыг харилцагч хариуцана."
https://www.xacbank.mn/product/85,Үйлчилгээний хураамж шимтгэл:,Экспортын аккредитив,"Экспортын аккредитив нээгдсэнийг харилцагчид мэдэгдэх, 15 ам.доллар
Экспортын аккредитивийн баримт харилцагчаас хүлээн авч, шалгах, төлбөрт илгээх, 0.07 хувь
доод хэмжээ, 35 ам.доллар
дээд хэмжээ, 200 ам.доллар
Экспортын аккредитивийн өөрчлөлтийг мэдэгдэх, 10 ам.доллар"
https://www.xacbank.mn/product/86,Бүтээгдэхүүнийг ашигласнаар үүсэх давуу талууд:,Гадаад баталгаа,"Гүйцэтгэгчийн хувьд:
No link found. Check URL: https://www.xacbank.mn/product/86"
https://www.xacbank.mn/product/86,Үйлчилгээний хураамж шимтгэл:,Гадаад баталгаа,"Гадаадын банкнаас ирсэн баталгааг харилцагчид мэдэгдэх, 15 ам.доллар
Гадаадын банкнаас ирсэн баталгааны нөхцөлд өөрчлөлт орсныг мэдэгдэх, 10 ам.доллар
Гадаадын банкнаас ирсэн баталгааг цуцлах зөвшөөрлийг харилцагчийн хүсэлтээр мэдэгдэх, 30 ам.доллар
Харилцагчийн хүсэлтээр гадаадад баталгаа гаргахад:
Баталгаагаар төлөх төлбөрийн дүнгийн, 0.1 хувь
доод хэмжээ, 50 ам.доллар
дээд хэмжээ, 150 ам.доллар
Банкнаас гадаадад гаргасан баталгааны нөхцөлд өөрчлөлт оруулах (өөрчлөлт тус бүрээр), 40 ам.доллар
Банкнаас гадаадад гаргасан баталгаагаар гүйцэтгэх төлбөрийн хэмжээг нэмэгдүүлэх
Нэмсэн дүнгийн, 0.2 хувь
доод хэмжээ, 50 ам.доллар
дээд хэмжээ, 150 ам.доллар
Банкнаас гадаадад гаргасан баталгааг цуцлах, 40 ам.доллар
Баталгаатай холбоотой лавлагаа явуулах, 20 ам.доллар
Баталгааны үйл ажиллагаатай холбогдон шуудан, харилцаа холбоо, гадаад банкны үйлчилгээний хураамж зэрэг зардал гарсан тохиолдолд тэдгээр зардлыг харилцагчаар төлүүлнэ.
Дотоод баталгаа гаргах, 15,000 төгрөг
Дотоод баталгааны нөхцөлд өөрчлөлт оруулах дүнг нэмэгдүүлэх, 5,000 төгрөг
Дотоод баталгааг цуцлахад
Эх үүсвэртэй баталгаа, Шимтгэлгүй
Эх үүсвэргүй баталгаа, 10,000 төгрөг
Эх үүсвэргүй баталгаа судалсны шимтгэлийн хэмжээ нь тухайн үед мөрдөгдөж буй Бизнесийн зээлийн үйлчилгээний шимтгэлтэй ижил байна.
Эх үүсвэргүй баталгааны эрсдэлийн шимтгэл, Зээлийн Хорооны хурлаас тогтоосон хэмжээгээр"
https://www.xacbank.mn/product/88,Давуу тал:,Цүнхээр мөнгө хураах,"Харилцагч борлуулалтын орлогоо гадны аливаа эрсдлээс хамгаалан тээвэрлүүлж, банкин дахь дансандаа найдвартай төвлөрүүлэх давуу талтай..
Цаг хугацаа, хүн хүч хэмнэх..
Гүйлгээний мэдээллээ интернэтээр банкаар болон гар утсаар орон зайг үл хамааран хянах боломжтой..
Төлбөр тооцоогоо түргэн шуурхай гүйцэтгэх боломжтой..
Дараах валютаар хураах боломжтой: Төгрөг, Ам.доллар, Евро.."
https://www.xacbank.mn/product/88,Үйлчилгээний нөхцөл:,Цүнхээр мөнгө хураах,"Байршил, давтамж, хураалгах мөнгөн дүнгээс хамааран хураалгасан мөнгөн дүнгийн, 0.1-0.5 хувь"
https://www.xacbank.mn/product/88,Үйлчилгээг хэрхэн авах вэ?,Цүнхээр мөнгө хураах,"Харилцагч та хүсэлтээ ХасБанкны аль ч салбарт гаргах боломжтой. Бөгөөд хүсэлтийн дагуу байгууллага хариуцсан харилцааны менежерүүд таньтай холбогдон шаардлагатай мэдээллийг өгч, харилцан тохиролцон гэрээ байгуулсанаар үйлчилгээг үзүүлнэ.
No link found. Check URL: https://www.xacbank.mn/product/88"
https://www.xacbank.mn/product/89,Давуу тал:,Хадгаламжийн хайрцаг,"Өндөр үнэ цэнэтэй зүйлсдээ санаа зовох зүйлгүй найдвартай хадгална..
Таны хайрцагт юу байгааг зөвхөн та л мэднэ..
Таны хайрцаг гадны нөлөөлөлд тэсвэртэй, тусгай зориулалтын давхар ханаар хуяглагдсан..
Таны эд зүйл хадгалж буй өрөөний хана, хаалга нь халдлагын эсрэг орчин үеийн 24 цагийн дохиолол хамгаалалтын системтэй..
Банкны нийтэд үйлчлэх цагаар та хэдэн удаа ч хайрцагаа ашиглаж болно..
Та өөрт шаардлагатай тооны хайрцгаа хүссэн хугацаагаар эзэмшиж болно..
Хайрцгийг хамтран эзэмшиж, итгэмжлэх боломжтой.."
https://www.xacbank.mn/product/89,"Хураамж, шимтгэл:",Хадгаламжийн хайрцаг,"Хайрцаг эзэмших гэрээ байгуулах, -
Хайрцаг эзэмших гэрээ сунгах, -
Хайрцагны төрөл, Жижиг хайрцаг, 10,000
Дунд хайрцаг, 12,000
Том хайрцаг, 15,000
Том хайрцаг, 20,000
Хайрцагийн түлхүүр гээсэн тохиолдолд, 10,000"
https://www.xacbank.mn/product/89,Бүрдүүлэх материал:,Хадгаламжийн хайрцаг,Иргэний хувьд иргэний үнэмлэхний хуулбар..
https://www.xacbank.mn/product/89,САНАМЖ:,Хадгаламжийн хайрцаг,"Хадгалуулах зүйл нь хүйтэн болон галт зэвсэг, тэсэрч дэлбэрэх, элдэв үнэр гарах, шатамхай, дэгдэмхий, амархан муудах, орчин бохирдуулах, амархан урвалд орох химийн бодис байхыг хориглоно.
No link found. Check URL: https://www.xacbank.mn/product/89"
https://www.xacbank.mn/product/9,Давуу тал,Хугацаатай хадгаламж,"Хүссэн үедээ орлогын гүйлгээ хийх..
Хүүг нийлмэл аргаар буюу хүүнээс хүү боддог..
Хадгаламжийн үлдэгдэл дүн өсөх хүүгийн хувь хэмжээ өснө..
Хадгаламжийн дансаа барьцаалан зээл авч богино хугацааны санхүүгийн хэрэгцээгээ шийдвэрлэх..
Цахим банкны үйлчилгээнд бүртгүүлэн, банкинд ирэхгүйгээр интернет, гар утас ашиглан дансны үлдэгдлээ шалгах, гүйлгээ хийж, дансаа удирдах боломжтой..
Орлого хүлээн авдаг дансаа хадгаламжийн данстай холбонСтэндинг ордерүйлчилгээг идэвхжүүлснээр тогтмол давтамжтайгаар орлогын гүйлгээ хадгаламжийн дансанд орох боломжтой.."
https://www.xacbank.mn/product/9,Бүтээгдэхүүний нөхцөл,Хугацаатай хадгаламж,"Төгрөг, 20,000, Зарласан, 9.0%, 9.6%, 10.2%, 11.0%, 11.0%, 12.0%, 2.40%
Бодит1, 9.38%, 10.03%, 10.69%, 11.57%, 11.57%, 12.68%
Ам.доллар, 20, Зарласан, 1.20%3, 1.40%, 1.60%, 1.80%, , , Тухайн валютын хугацаагүй хадгаламжийн жилийн хүүний хувь хэмжээний 50 хувиар тооцно.
Бодит1, 1.21%, 1.41%, 1.61%, 1.81%, , 
Юань, 200, Зарласан, 1.20%4, 1.40%4, 1.60%4, 1.80%, , 
Бодит1, 1.21%, 1.41%, 1.61%, 1.81%, , 
Данс нээхэд, Хураамжгүй
Хадгаламжийн дэвтэр, Үнэгүй
Гэрээний хугацаанаас өмнө гэрээ цуцлах хураамж, 3,000₮"
https://www.xacbank.mn/product/9,"Бусад шимтгэл, хураамж",Хугацаатай хадгаламж,"Орлогын гүйлгээ, Бэлэн бус орлого, Шимтгэлгүй
Бэлэн орлого, Шимтгэлгүй
Тодорхойлолт*, 5,000₮
Хуулга, Цахим шуудангаар илгээхэд, Шимтгэлгүй
Хэвлэж өгөхөд 1 хуудасны үнэ, 100₮
Лавлагаа, 1 жилийн доторх баримтаас, 10,000₮
1 жилээс дээшхи хугацааны баримтаас, 20,000₮"
https://www.xacbank.mn/product/9,Бүрдүүлэх материал,Хугацаатай хадгаламж,"Монгол улсын иргэн бол иргэний үнэмлэх..
Гадаадын иргэн бол:Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх.Түр оршин суух үнэмлэх..
Гадаад паспорт – Харилцагчийн зураг, овог нэр, нас, төрсөн огноо оруулсан дугаартай байх..
Түр оршин суух үнэмлэх.."
https://www.xacbank.mn/product/90,Тавигдах шаардлагууд:,EBRD-ын санхүүжилт,"Байгаль орчны үнэлгээ /эрүүл аюулгүй орчин/..
Зах зээлийн эрсдэлийн дэлгэрэнгүй судалгаа..
Зээлдэгчийн эрүүл мэндийн байдал..
Санхүүгийн харьцаа үзүүлэлтүүд.."
https://www.xacbank.mn/product/93,Нөхцөл:,Эргэлтийн хөрөнгө,"Зээлийн хэмжээ, Бизнесийн цар хүрээ, санхүүгийн чадвараас хамааран уян хатан тогтооно.
Зээлийн зарласан хүү, 1.5 - 1.8%, 1.1 - 1.5%
/жилийн 18.0% -21.6%/, /жилийн 13.2% - 18.0%/
Зээлийн хугацаа, 36 сар, 36 сар
Үйлчилгээний шимтгэл, 1.00%, 0.50%
Зээлийн өргөдлийн хураамж, 0 төргрөг"
